"ID","Regen_Plot","COUNT.TOTAL","Species","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11yr","X12yr","._sprouts","DBH..cm.","talst_age","tallest_ht_cm","tallest_lastyr_cm"
714,"ZSM1200004",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,140,15
715,"ZSM1200004",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,92,7
716,"ZSM1200004",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,139,12
717,"ZSM1200004",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,98,14
718,"ZSM1200007",1,"CEMO2",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,60,12
719,"ZSM1200008",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,36,NA,5,200,21
720,"ZSM1200008",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,26,NA,5,130,16
721,"ZSM1200010",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,60,22
722,"ZSM1200010",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,80,10
723,"ZSM1200010",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,50,13
724,"ZSM1200012",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,141,23
725,"ZSM1200012",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,118,17
726,"ZSM1200014",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,120,18
727,"ZSM1200014",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,150,20
728,"ZSM1200014",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,145,20
729,"ZSM1200015",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,85,32
730,"ZSM1200016",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,60,25
731,"ZSM1200016",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,62,21
732,"ZSM1200016",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,63,13
733,"ZSM1200016",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,24,NA,5,113,9
734,"ZSM1200017",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,70,21
735,"ZSM1200017",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,80,17
736,"ZSM1200018",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,1.9,15
737,"ZSM1200018",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,2.1,22
738,"ZSM1200020",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,19,7
739,"ZSM1200021",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,4,"1",5,170,13
740,"ZSM1200022",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,100,13
741,"ZSM1200022",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,59,10
742,"ZSM1200022",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,50,11
743,"ZSM1200024",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,70,10
744,"ZSM1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,72,16
745,"ZSM1200024",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,90,22
747,"ZSM1200025",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,17,NA,5,181,17
748,"ZSM1200026",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,140,11
749,"ZSM1200027",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,24,NA,5,280,34
750,"ZSM1200027",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,42,4
751,"ZSM1200027",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,69,8
752,"ZSM1200027",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,102,11
753,"ZSM1200027",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,123,23
754,"ZSM1200028",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,130,21
755,"ZSM1200032",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,190,23
760,"ZSM1200033",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,70,9
761,"ZSM1200033",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,50,11
762,"ZSM1200033",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,60,18
763,"ZSM1200033",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,37,8
764,"ZSM1200034",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,175,22
765,"ZAC1200002",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,92,27
766,"ZAC1200002",1,"QUCH2",NA,1,NA,NA,NA,NA,NA,NA,11,NA,6,100,9
767,"ZAC1200021",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,130,25
768,"ZAC1200021",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,110,37
769,"ZAC1200023",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,200,43
770,"ZAC1200023",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,185,40
771,"ZAC1200023",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,13,NA,5,140,35
772,"ZAC1200023",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,210,75
773,"ZAC1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,140,45
774,"ZAC1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,160,50
775,"ZAC1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,99,41
776,"ZAC1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,105,39
777,"ZAC1200024",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,130,40
778,"ZAC1200024",1,"QUJO3",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,149,30
779,"ZAC1200025",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,100,33
780,"ZAC1200025",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,"0.5",5,210,65
781,"ZAC1200025",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,130,60
782,"ZAC1200026",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,4,"1",5,189,92
783,"ZAC1200026",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,17,"3",5,340,145
784,"ZAC1200034",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,39,NA,5,160,31
785,"ZAC1200034",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,32,NA,5,136,36
786,"ZAC1200034",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,14,NA,5,185,44
787,"ZAC1200034",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,"2.5",5,213,79
788,"ZAC1200036",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,5,NA,3,40,25
789,"ZAC1200036",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,65,20
790,"ZAC1200036",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,70,17
791,"ZAC1200036",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,10,NA,4,90,30
792,"ZAC1200036",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,120,30
793,"ZAC1200036",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,14,NA,5,80,27
794,"ZAC1200036",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,78,32
795,"ZAC1200036",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,83,33
796,"ZAC1200036",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,22,NA,5,91,38
797,"ZAC1200037",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,65,30
798,"ZAC1200038",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,"1",5,200,45
799,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,34,"0.5",5,230,44
800,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,14,NA,5,170,39
801,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,22,"0.5",5,235,50
802,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,26,NA,5,192,61
803,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,21,"0.5",5,250,94
804,"ZAC1200040",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,13,"0.5",5,225,77
805,"ZAC1200040",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,12,"1.5",5,270,59
806,"ZAC1200043",1,"CEMO2",1,NA,NA,NA,NA,NA,NA,NA,33,NA,5,130,54
807,"ZAC1200043",1,"CEMO2",1,NA,NA,NA,NA,NA,NA,NA,21,NA,5,140,41
808,"ZAC1200043",1,"QUJO3",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,1,72,70
809,"ZAC1200043",1,"CEMO2",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,110,45
810,"ZAC1200043",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,92,42
811,"ZAC1200087",1,"QUWI",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,140,32
812,"ZAC1200087",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,125,17
813,"ZAC1200089",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,238,19
814,"ZAC1200089",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,300,39
815,"ZAC1200089",1,"QUWI",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,250,31
816,"ZAC1200089",1,"QUWI",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,190,33
817,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,170,32
818,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,147,45
819,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,120,40
820,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,126,42
821,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,170,50
822,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,23,NA,5,121,62
823,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,34,NA,5,141,32
824,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,100,40
825,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,120,35
826,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,110,34
827,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,22,NA,5,160,30
828,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,22,NA,5,138,31
829,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,31,NA,5,140,42
830,"ZAC1200095",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,170,34
831,"ZAC1200096",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,49,NA,5,118,23
832,"ZAC1200096",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,74,20
833,"ZAC1200096",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,110,43
834,"ZAC1200104",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,73,31
835,"ZAC1200104",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,8,"0.6",5,140,28
836,"ZAC1200104",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,180,65
837,"ZAC1200104",11,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,200,32
838,"ZAC1200104",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,110,24
839,"ZAC1200104",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,160,35
841,"ZAC1200107",1,"CEBE3",1,NA,NA,NA,NA,NA,NA,NA,18,"1.2",5,250,63
842,"ZAC1200107",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,25,"0.7",5,180,86
843,"ZAC1200107",1,"CEBE3",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,80,25
844,"ZAC1200110",1,"QUBE5",1,NA,NA,NA,NA,NA,NA,NA,29,"0.2",5,230,65
845,"ZAC1200110",1,"QUBE5",1,NA,NA,NA,NA,NA,NA,NA,20,"0.2",5,240,63
846,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,"0.5",5,175,30
847,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,100,20
848,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,"1.2",5,240,40
849,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,"0.5",5,240,30
850,"ZAC1200110",1,"QUBE5",1,NA,NA,NA,NA,NA,NA,NA,14,"2",5,310,50
851,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,13,"0.5",5,200,35
852,"ZAC1200110",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,10,"0.4",5,190,40
853,"ZAC1200115",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,13,NA,5,110,20
854,"ZAC1200115",1,"QUJO3",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,4,40,15
855,"ZAC1200115",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,190,47
856,"ZAC1200117",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,147,49
857,"ZAC1200117",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,153,79
858,"ZAC1200122",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,27,NA,5,254,57
859,"ZAC1200122",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,21,NA,5,242,43
860,"ZAC1200126",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,135,30
861,"ZAC1200132",1,"CEMO2",1,NA,NA,NA,NA,NA,NA,NA,36,NA,5,280,91
862,"ZAC1200132",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,14,NA,5,170,55
863,"ZAC1200133",1,"QUJO3",1,NA,NA,NA,NA,NA,NA,NA,17,"1",5,260,45
864,"PWR1300104",1,"QUCH2",NA,1,NA,NA,NA,NA,NA,NA,10,"0.5",6,145,25
865,"SIM1300008",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,4,"1",12,200,35
866,"SIM1300008",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,"0.5",15,190,10
867,"SIM1300008",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,10,70,17
868,"SIM1300008",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,140,11
869,"SIM1300008",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,4,"3.7",30,420,15
870,"SIM1300021",1,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,180,25
871,"SIM1300021",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,65,4
872,"SIM1300021",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,120,7
873,"SIM1300081",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,6,"1.3",8,210,10
874,"SIM1300149",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,2,NA,7,135,26
875,"CUB1300111",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,55,10
878,"BTU1300587",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,6,NA,7,140,23
879,"BTU1300587",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,4,65,12
880,"BTU1300588",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,45,10
881,"BTU1300588",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,4,NA,8,150,35
882,"BTU1300588",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,4,NA,7,70,12
883,"BTU1300592",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,NA,12,110,33
884,"BTU1300592",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,5,NA,7,90,16
885,"BTU1300602",1,"LIDE3",NA,NA,NA,NA,NA,1,NA,NA,10,NA,10,300,33
886,"BTU1300602",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,140,43
887,"AMR1300113",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,90,20
888,"AMR1300151",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,26,"1.1",5,175,36
889,"AMR1300152",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,90,NA
890,"AMR1300152",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,110,NA
891,"AMR1300152",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,150,NA
892,"AMR1300171",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,95,23
893,"AMR1300171",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,125,30
894,"AMR1300310",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"0",4,71,30
895,"AMR1300404",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,10
896,"CUB1300059",1,"QUKE",NA,NA,NA,NA,NA,1,NA,NA,15,NA,10,130,20
897,"CUB1300059",1,"QUKE",NA,NA,NA,NA,NA,NA,1,NA,12,NA,11,150,30
898,"CUB1300064",1,"TOCA",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,55,18
899,"CUB1300066",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,65,6
900,"CUB1300066",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,230,14
901,"CUB1300068",6,"QUKE",6,NA,NA,NA,NA,NA,NA,NA,31,NA,12,200,45
902,"CUB1300068",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,130,5
903,"CUB1300069",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,9,"4.5",16,350,22
904,"CUB1300069",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,15,NA,16,190,20
905,"CUB1300076",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,"21",5,120,10
906,"CUB1300082",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,12,NA,8,60,14
907,"CUB1300082",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
908,"CUB1300091",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,14,"1.2",5,230,36
909,"CUB1300091",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,8,"1.5",5,200,44
910,"CUB1300094",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,40,"0.3",5,150,26
911,"CUB1300100",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,25,"1.7",5,250,36
912,"CUB1300101",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,130,35
913,"CUB1300105",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,25,NA,5,80,18
914,"CUB1300105",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,100,6
915,"CUB1300108",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,17,"1",5,170,28
916,"CUB1300108",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,11,"0.4",5,170,30
917,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,50,23
918,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,30,NA,5,75,18
919,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,40,NA,5,110,24
920,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,32,NA,5,120,33
921,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,30,NA,5,100,31
922,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,30,NA,5,110,30
923,"CUB1300141",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,30,NA,5,120,32
924,"CUB1300170",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,34,6
925,"CUB1300170",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,27,"1.3",5,310,55
926,"CUB1300170",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,130,21
927,"CUB1300173",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,63,14
928,"CUB1300316",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,120,35
929,"BTU1300020",1,"UMCA",1,NA,NA,NA,NA,NA,NA,NA,5,"1.2",5,170,28
930,"BTU1300071",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,20,NA,5,250,20
931,"BTU1300071",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,270,20
932,"BTU1300071",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,240,30
933,"BTU1300071",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,17,NA,5,240,27
934,"BTU1300071",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,230,20
935,"BTU1300021",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,18,"2",5,260,38
936,"BTU1300024",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,9,"1",5,190,22
937,"BTU1300024",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,122,8
938,"BTU1300024",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,140,13
939,"BTU1300025",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",5,147,23
940,"BTU1300026",1,"UMCA",1,NA,NA,NA,NA,NA,NA,NA,5,"2",5,24,28
941,"BTU1300027",1,"UMCA",1,NA,NA,NA,NA,NA,NA,NA,16,"4",5,270,28
942,"BTU1300027",1,"UMCA",1,NA,NA,NA,NA,NA,NA,NA,10,"5",5,390,40
943,"BTU1300035",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,62,13
944,"BTU1300035",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,29,"2",5,300,27
945,"BTU1300032",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,130,14
946,"BTU1300032",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,155,15
947,"BTU1300032",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,210,23
948,"BTU1300033",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,260,30
949,"BTU1300033",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,170,45
950,"BTU1300034",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,95,35
951,"BTU1300034",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,9,"0.4",5,145,27
952,"BTU1300034",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,62,28
953,"BTU1300034",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,60,8
954,"BTU1300034",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,65,25
955,"BTU1300034",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,63,27
956,"BTU1300038",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,100,10
957,"BTU1300038",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,25,14
958,"BTU1300038",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,120,22
959,"BTU1300038",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,10,"1",5,90,26
960,"BTU1300038",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,14,"2.7",5,280,28
961,"BTU1300040",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,10,"2",5,290,35
962,"BTU1300047",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,13,NA,5,210,10
963,"BTU1300047",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,260,20
964,"BTU1300047",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,14,NA,5,170,20
965,"BTU1300047",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,250,22
966,"BTU1300047",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,230,10
967,"BTU1300047",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,13,NA,5,600,20
968,"BTU1300050",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,160,20
969,"BTU1300050",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,7,NA,5,230,20
970,"BTU1300050",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,270,28
972,"BTU1300051",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,160,22
973,"BTU1300051",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,15,NA,5,160,38
974,"BTU1300051",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,230,80
975,"BTU1300051",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,16,NA,5,300,75
976,"BTU1300054",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,130,25
977,"BTU1300054",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,120,15
978,"BTU1300061",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,22,NA,5,165,25
979,"BTU1300061",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,31,NA,5,182,42
980,"BTU1300061",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,12,NA,5,130,19
