"ID","Regen_Plot","DBH..cm.","type","Species","X3.yr","X4yr","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11.yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts","age","possibly_survived_fire"
914,"PNP1110107","0.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",140,5,25,NA,NA,NA
915,"PNP1110107","1.0","h","CONU4",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",250,6,50,NA,NA,NA
916,"PNP1110107","1.3","c","PSME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,14,NA,NA,NA
918,"PNP1110113","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,12,20,NA,NA,NA
919,"PNP1110113","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,12,20,NA,NA,NA
920,"PNP1110113","1.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,12,32,NA,NA,NA
921,"PNP1110113","2.7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",400,10,33,NA,NA,NA
922,"PNP1110109","6.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",650,15,20,NA,NA,NA
923,"PNP1110038","2.0","h","ACMA",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",240,9,35,NA,NA,NA
924,"PNP1110128","2.0","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",310,7,55,NA,NA,NA
925,"PNP1110128","1.0","h","CONU4",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",230,6,34,NA,NA,NA
926,"PNP1110128","1.8","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",250,8,26,NA,NA,NA
927,"PNP1110128","0.8","h","QUKE",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",180,10,12,NA,NA,NA
928,"PNP1110128","1.4","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",155,12,14,NA,NA,NA
929,"PNP1110128","0.8","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,20,NA,NA,NA
931,"PNP1110130","0.7","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",160,6,28,NA,NA,NA
932,"PNP1110130","1.2","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",195,6,26,NA,NA,NA
933,"PNP1110130","6.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,16,19,NA,NA,NA
934,"PNP1110130","1.0","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,27,NA,NA,NA
935,"PNP1110130","1.5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",240,6,40,NA,NA,NA
936,"PNP1110130","0.8","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",160,5,25,NA,NA,NA
937,"PNP1110130","1.0","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",190,6,21,NA,NA,NA
938,"PNP1110130","0.7","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",170,5,23,NA,NA,NA
939,"PNP1110130","1.0","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",160,5,20,NA,NA,NA
940,"PNP1110130","1.0","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",220,8,20,NA,NA,NA
941,"PNP1110130","0.7","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",165,5,25,NA,NA,NA
942,"PNP1110130","0.6","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,35,NA,NA,NA
943,"PNP1110130","0.5","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",132,8,19,NA,NA,NA
944,"PNP1110130","2.0","h","CONU4",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",250,9,15,NA,NA,NA
945,"PNP1110130","1.8","h","CONU4",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",250,9,33,NA,NA,NA
947,"PNP1110165","2.0","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",220,9,31,NA,NA,NA
948,"PNP1110165","0.4","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",150,9,30,NA,NA,NA
949,"PNP1110165","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",180,9,18,NA,NA,NA
950,"PNP1110123","3.5","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",550,14,38,NA,NA,NA
951,"PNP1110123","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,12,19,NA,NA,NA
952,"PNP1110233","7.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",600,22,30,NA,NA,NA
953,"PNP1110146","2.4","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",280,10,32,NA,NA,NA
954,"PNP1110146","1.8","h","QUKE",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",300,10,29,NA,NA,NA
955,"PNP1110146","2.3","h","CONU4",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",370,9,50,NA,NA,NA
956,"PNP1110146","2.2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",270,11,21,NA,NA,NA
957,"PNP1110147","1.6","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",130,9,20,NA,NA,NA
958,"PNP1110147","0.5","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",160,8,19,NA,NA,NA
959,"PNP1110147","0.5","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",170,9,22,NA,NA,NA
960,"PNP1110147","1.3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",320,12,30,NA,NA,NA
961,"PNP1110147","1.3","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",220,8,25,NA,NA,NA
962,"PNP1110147","1.5","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",220,8,22,NA,NA,NA
963,"PNP1110150","2.6","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",280,12,28,NA,NA,NA
964,"PNP1110150","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",250,11,25,NA,NA,NA
965,"PNP1110171","1.0","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,41,NA,NA,NA
966,"PNP1110171","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",300,11,33,NA,NA,NA
967,"PNP1110171","1.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",240,10,26,NA,NA,NA
968,"PNP1110151","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",220,9,25,NA,NA,NA
969,"PNP1110151","3.0","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",310,6,38,NA,NA,NA
970,"PNP1110151","1.5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",220,6,34,NA,NA,NA
971,"PNP1110151","4.0","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",160,8,41,NA,NA,NA
972,"PNP1110151","3.5","h","ARME",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",350,9,50,NA,NA,NA
973,"PNP1110144","4.4","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",480,12,40,NA,NA,NA
974,"PNP1110144","7.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",600,15,39,NA,NA,NA
975,"PNP1110144","4.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,12,43,NA,NA,NA
976,"PNP1110144","1.9","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,15,35,NA,NA,NA
977,"PNP1110144","5.5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",400,10,35,NA,NA,NA
978,"PNP1110144","3.5","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",290,7,53,NA,NA,NA
979,"PNP1110144","2.0","h","CONU4",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",250,6,60,NA,NA,NA
980,"PNP1110144","3.1","c","CADE27",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",250,10,30,NA,NA,NA
981,"PNP1110144","0.3","h","CONU4",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",190,6,21,NA,NA,NA
982,"PNT1100088","2.5","h","ARME",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",300,9,40,NA,NA,NA
983,"PNT1100088","1.0","h","LIDE3",NA,1,NA,NA,NA,NA,1,1,NA,"S",200,10,25,NA,NA,NA
984,"PNT1100088","1.5","h","CONU4",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",250,10,42,NA,NA,NA
985,"PNT1100040","0.5","c","CADE27",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",180,9,17,NA,NA,NA
986,"PNT1100040","1.0","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,18,NA,NA,NA
987,"PNT1100040","0.6","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,28,NA,NA,NA
988,"PNT1100100","7.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",390,25,17,NA,NA,NA
989,"PNT1100100","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,14,12,NA,NA,NA
990,"PNT1100100","1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",210,11,22,NA,NA,NA
991,"PNT1100100","1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",190,12,15,NA,NA,NA
992,"PNT1100100","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,15,16,NA,NA,NA
993,"PNT1100100","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",160,11,13,NA,NA,NA
994,"PNT1100100","5.0","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,20,NA,NA,NA
995,"PNT1100097","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",150,12,15,NA,NA,NA
996,"PNT1100097","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",270,15,26,NA,NA,NA
997,"PNT1100098","1","h","CONU4",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",150,10,15,NA,NA,NA
998,"PNT1100098","1.5","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,16,11,NA,NA,NA
999,"PNT1100099","6","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,20,18,NA,NA,NA
1000,"PNT1100099","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,15,12,NA,NA,NA
1001,"PNT1100099","0.3","c","PSME",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",145,10,16,NA,NA,NA
1002,"PNT1100099","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",260,14,12,NA,NA,NA
1003,"PNT1100099","7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,22,10,NA,NA,NA
1004,"PNT1100099","5.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",340,15,6,NA,NA,NA
1005,"PNT1100099","7.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,25,16,NA,NA,NA
1007,"PNT1100089","2","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",260,11,27,NA,NA,NA
1009,"PNT1100090","3","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,15,19,NA,NA,NA
1010,"PNT1100090","7.3","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,20,10,NA,NA,NA
1011,"PNT1100090","2","c","ABCO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",150,10,5,NA,NA,NA
1012,"PNT1100090","1","h","ARME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",125,4,30,NA,NA,NA
1013,"PNT1100108","3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,14,12,NA,NA,NA
1014,"PNT1100108","4.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",540,20,10,NA,NA,NA
1015,"PNT1100108","7.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",750,20,14,NA,NA,NA
1016,"PNT1100108","3.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,14,10,NA,NA,NA
1017,"PNT1100108","5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",740,20,10,NA,NA,NA
1018,"PNT1100108","5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,18,10,NA,NA,NA
1019,"PNT1100067","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",150,12,24,NA,NA,NA
1020,"PNT1100067","0.4","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",150,10,20,NA,NA,NA
1021,"PNT1100068","1.2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",180,14,22,NA,NA,NA
1022,"PNT1100068","1.0","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",160,9,15,NA,NA,NA
1023,"PNT1100068","2.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",240,11,25,NA,NA,NA
1024,"PNT1100070","1.0","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",177,7,28,NA,NA,NA
1025,"PNT1100076","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",150,12,16,NA,NA,NA
1026,"PNT1100076","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",260,15,10,NA,NA,NA
1027,"PNT1100076","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",150,9,30,NA,NA,NA
1028,"PNT1100069","1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",145,11,16,NA,NA,NA
1029,"PNT1100023","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",250,10,18,NA,NA,NA
1030,"PNT1100023","3.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,12,14,NA,NA,NA
1031,"PNT1100023","3.8","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,12,20,NA,NA,NA
1032,"PNT1100023","1.0","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",160,7,26,NA,NA,NA
1033,"PNT1100272","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",200,10,20,NA,NA,NA
1034,"PNT1100272","1.75","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",220,10,20,NA,NA,NA
1035,"PNT1100272","3.75","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",260,12,13,NA,NA,NA
1036,"PNT1100272","3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,12,20,NA,NA,NA
1037,"PNT1100270","0.5","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",190,8,24,NA,NA,NA
1038,"PNT1100270","1.2","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",215,7,30,NA,NA,NA
1039,"PNT1100270","0.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",160,10,23,NA,NA,NA
1040,"PNT1100270","0.5","h","CONU4",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",180,7,35,NA,NA,NA
1041,"PNT1100270","1.3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",170,11,9,NA,NA,NA
1042,"PNT1100037","2.3","h","CONU4",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",150,10,20,NA,NA,NA
1043,"PNT1100063","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",180,11,13,NA,NA,NA
1044,"PNT1100063","2","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,18,NA,NA,NA
1045,"PNT1100062","0.5","h","ACMA",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",150,9,15,NA,NA,NA
1046,"PNT1100062","1.0","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",165,6,27,NA,NA,NA
1047,"PNT1100062","4.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",400,10,25,NA,NA,NA
1048,"PNT1100106","3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",230,25,25,NA,NA,NA
1049,"PNT1100106","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",160,10,13,NA,NA,NA
1050,"PNT1100106","5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,25,15,NA,NA,NA
1051,"PNT1100106","4","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,22,15,NA,NA,NA
1052,"PNT1100106","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,16,15,NA,NA,NA
1053,"PNT1100106","1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,13,18,NA,NA,NA
1054,"PNT1100106","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",240,15,17,NA,NA,NA
1055,"PNT1100106","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",280,16,22,NA,NA,NA
1056,"PNT1100106","3","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",280,18,23,NA,NA,NA
1057,"PNT1100106","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,10,NA,"S",150,10,19,NA,NA,NA
1058,"PNT1100106","5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,25,30,NA,NA,NA
1059,"PNT1100106","2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,15,20,NA,NA,NA
1060,"PNT1100106","1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,10,NA,"S",250,10,20,NA,NA,NA
1061,"PNT1100061","1.7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",130,14,21,NA,NA,NA
1062,"PNT1100061","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",151,9,12,NA,NA,NA
1063,"PNT1100061","2.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",180,12,11,NA,NA,NA
1064,"PNT1100061","1.7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",190,16,11,NA,NA,NA
1065,"RAL1100061","2.5","c","CADE27",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",76,6,6,NA,NA,NA
1066,"RAL1100061","2.8","c","CADE27",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",160,9,9,NA,NA,NA
1067,"RAL1100127","0.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",129,10,6,NA,NA,NA
1068,"RAL1100012","1.0","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,14,7,20,NA,NA
1069,"RAL1100012","1.5","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,16,10,3,NA,NA
1070,"RAL1100012","0.75","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",130,11,5,6,NA,NA
1071,"RAL1100012","1.5","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,13,12,NA,NA,NA
1072,"RAL1100012","1.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",250,11,12,NA,NA,NA
1073,"RAL1100012","1.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,7,NA,NA,NA
1074,"RAL1100012","4.4","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,17,7,NA,NA,NA
1075,"RAL1100012","3.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,16,6,NA,NA,NA
1076,"RAL1100011","1.0","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",136,8,12,NA,NA,NA
1077,"RAL1100011","1.0","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",114,7,10,NA,NA,NA
1078,"RAL1100011","1.0","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",130,7,10,NA,NA,NA
1079,"RAL1100011","1.0","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",150,8,20,NA,NA,NA
1080,"RAL1100011","3.0","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,12,20,NA,NA,NA
1081,"RAL1100011","3.0","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,12,20,NA,NA,NA
1082,"RAL1100011","0.75","c","PSME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",150,7,27,NA,NA,NA
1083,"RAL1100011","0.75","c","PSME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",150,7,27,NA,NA,NA
1084,"RAL1100011","0.75","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",160,7,24,NA,NA,NA
1085,"RAL1100011","0.75","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",160,7,24,NA,NA,NA
1086,"RAL1100011","1.0","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,14,NA,NA,NA
1087,"RAL1100011","1.0","c","CADE27",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",120,6,24,NA,NA,NA
1088,"RAL1100011","0.5","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",170,9,5,NA,NA,NA
1089,"RAL1100011","1.0","c","PSME",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",230,10,25,NA,NA,NA
1090,"RAL1100011","5.4","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,13,19,NA,NA,NA
1091,"RAL1100011","5.8","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,14,20,NA,NA,NA
1092,"RAL1100041","1.8","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,12,7,NA,NA,NA
1093,"RAL1100041","0.9","h","QUCH2",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",130,9,13,NA,NA,NA
1094,"RAL1100511","1","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",128,5,19,NA,NA,NA
1095,"RAL1100547","0.75","h","QUKE",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",120,10,41,NA,NA,NA
1096,"RAL1100548","2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",138,5,24,NA,NA,NA
1097,"RAL1100472","2","h","QUKE",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",170,10,18,NA,NA,NA
1098,"RAL1100106","1.8","c","PSME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",200,5,26,NA,NA,NA
1099,"RAL1100626","1","c","PIPO",1,NA,NA,NA,NA,NA,NA,NA,NA,"S",170,3,50,NA,NA,NA
1100,"RAL1100626","2.6","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",240,4,65,NA,NA,NA
1101,"RAL1100626","3.1","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",280,5,57,NA,NA,NA
1102,"RAL1100626","2.3","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",250,4,40,NA,NA,NA
1103,"RAL1100626","2.1","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",250,4,40,NA,NA,NA
1104,"RAL1100626","2.2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",270,5,48,NA,NA,NA
1105,"RAL1100626","4.6","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",450,5,55,NA,NA,NA
1106,"RAL1100626","2.4","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",230,4,50,NA,NA,NA
1107,"RAL1100626","6.5","c","PIPO",NA,NA,5,NA,NA,NA,NA,NA,NA,"S",400,5,50,NA,NA,NA
1108,"RAL1100590","1.0","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",120,5,10,NA,NA,NA
1109,"RAL1100590","0.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",130,5,10,NA,NA,NA
1112,"RAL1101033","0.5","h","ARME",1,NA,NA,NA,NA,NA,NA,NA,NA,"S",170,3,28,NA,NA,NA
1113,"RAL1101033","1","h","ARME",1,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,3,52,NA,NA,NA
1114,"BAR1112056","1.5","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",150,4,37,NA,NA,NA
1115,"BAR1112247","5.5","h","QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",350,11,22,NA,NA,NA
1116,"BAR1112247","0.75","h","QUCH2",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,18,NA,NA,NA
1117,"BAR1112247","0.5","c","PISA2",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",175,5,28,NA,NA,NA
1118,"BAR1112230","0.6","c","PISA2",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,23,NA,NA,NA
1119,"BAR1112230","0.5","c","PISA2",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",154,6,28,NA,NA,NA
1120,"BAR1112230","3.0","c","PISA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,13,31,NA,NA,NA
1121,"BAR1112212","2","c","PIJE",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",165,7,23,NA,NA,NA
1122,"BAR1112212","1.5","c","PIJE",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",150,6,20,NA,NA,NA
1124,"BAR1112231","1","c","PISA2",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",178,11,22,NA,NA,NA
1125,"BAR1112231","1.5","h","ARME",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",250,10,11,NA,NA,NA
1126,"BAR1112231","6","c","PISA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,12,36,NA,NA,NA
1127,"BST1100163","6.5","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,15,10,NA,NA,NA
1128,"BST1100163","3","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",170,10,5,NA,NA,NA
1129,"BST1100163","4","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",200,10,10,NA,NA,NA
1130,"BST1100163","1.2","c","ABMA",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",180,8,5,NA,NA,NA
1131,"BST1100178","6","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,13,28,NA,NA,NA
1132,"BST1100185","1.5","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",180,11,6,NA,NA,NA
