"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","dominant_shrub_ht_cm","entered_by","entered_on","Year","firesev","dist.to.low","fire.abbr","X5yr","fire.year","notes","survey.years.post","elev.m","rad.march","x","y","tmean.post","ppt.post","ppt.post.min","tmean.normal","ppt.normal","perc.norm.ppt","perc.norm.ppt.min","diff.norm.ppt","diff.norm.ppt.min","diff.norm.tmean","diff.norm.ppt.z","diff.norm.ppt.min.z","diff.norm.tmean.z","diff.norm.tmean.max.z","diff.norm.tmean.JJA.mean.z","diff.norm.tmean.DJF.mean.z","diff.norm.tmean.JJA.max.z","diff.norm.tmean.DJF.min.z","ppt.plot.1.","ppt.plot.2.","ppt.plot.3.","ppt.plot.4.","rain.post.min","rain.post.mean","snow.post.min","snow.post.max","snow.post.mean","snow.plot.1.","snow.plot.2.","snow.plot.3.","snow.plot.4.","rain.plot.1.","rain.plot.2.","rain.plot.3.","rain.plot.4.","snow.normal","rain.normal","tot.neg.ppt.anom","tmean.post.early","ppt.post.early","ppt.post.min.early","tmean.normal.early","ppt.normal.early","perc.norm.ppt.early","perc.norm.ppt.min.early","diff.norm.ppt.early","diff.norm.ppt.min.early","diff.norm.tmean.early","diff.norm.ppt.z.early","diff.norm.ppt.min.z.early","diff.norm.tmean.z.early","diff.norm.tmean.max.z.early","diff.norm.tmean.JJA.mean.z.early","diff.norm.tmean.DJF.mean.z.early","diff.norm.tmean.JJA.max.z.early","diff.norm.tmean.DJF.min.z.early","ppt.plot.1..early","ppt.plot.2..early","ppt.plot.3..early","ppt.plot.4..early","rain.post.min.early","rain.post.mean.early","snow.post.min.early","snow.post.max.early","snow.post.mean.early","snow.plot.1..early","snow.plot.2..early","snow.plot.3..early","snow.plot.4..early","rain.plot.1..early","rain.plot.2..early","rain.plot.3..early","rain.plot.4..early","snow.normal.early","rain.normal.early","tot.neg.ppt.anom.early","seed.tree.any","FORB"
"BUT1200144","BUTLER",1993,"8/28/2012 0:00:00","JM,EA",2007,"BTC0808","NAD83 UTM zone 10",1056774.8,3812032.65,190,43,"GRANITE","",0.5,3,1,86,10,0,30,0,60,5,60,"1",0,"",NA,NA,1,2,5,5,0,"",30,30,60,20,100,100,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"BUT","Y",2007,"",5,NA,NA,1056774.8,3812032.65,8.33620262891049,682.06509824037,507.908332521978,8.40418218150063,701.80891343074,0.971867249314555,0.723713140146805,-19.7438151903702,-193.900580908762,-0.0679795525901437,0.24913431240503,-0.315983518473019,-2.7174763647407e-06,0.601913273990408,0.205062182046234,-0.531750688278547,1.01495354071461,-0.848200644029451,663.297894169463,507.908332521978,874.989068029668,NA,164.152101767957,361.748280428046,0,494.156154482212,225.737609958271,494.156154482212,0,183.0566753926,NA,164.152101767957,271.654670010184,649.438069505996,NA,0,233.675127763917,0,8.649990702505,585.603113345721,507.908332521978,8.40418218150063,701.80891343074,0.834419600747223,0.723713140146805,-116.205800085019,-193.900580908762,0.245808521004374,-0.0638732669502319,-0.315983518473019,0.00101548721280519,0.601913273990408,0.25582881467631,-0.44033101366788,1.01495354071461,-0.848200644029451,663.297894169463,507.908332521978,NA,NA,164.152101767957,217.903385889071,0,494.156154482212,247.078077241106,494.156154482212,0,NA,NA,164.152101767957,271.654670010184,NA,NA,0,233.675127763917,-0.031936633475116,1.6,0.5
"BUT1200145","BUTLER",1995,"8/28/2012 0:00:00","JM, EA",2007,"BTC0809","NAD83 UTM zone 10",1057168.34,3812072.55,330,35,"GRANITE","",0.5,1,0.5,94,5,0,15,0,20,1,20,"1",0,"",NA,NA,2,1,6,5,1,"CONTROL PLOT, PLOT CENTER IS LOCATED 1.2M AT 352 DEGREES FROM ORANGE FLAGGING ON ABCO",15,15,20,20,120,100,20,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"BUT","Y",2007,"",5,NA,NA,1057168.34,3812072.55,8.2026467744909,679.524763829282,506.957547413509,8.27357280910168,712.904065771668,0.953178409908134,0.711116083851708,-33.3793019423856,-205.946518358159,-0.0709260346107836,0.252570383743391,-0.310603393993359,-3.81132211995538e-06,0.600735790233357,0.200808722413736,-0.535048435378572,1.00773419307893,-0.850937732411127,658.637841450413,506.957547413509,872.978902623925,NA,163.001202645135,360.086193371034,0,490.601738993025,224.748785576683,490.601738993025,0,183.644617737024,NA,163.001202645135,270.227238645248,647.030138822719,NA,0,236.455613942381,0,8.51690099063533,582.797694431961,506.957547413509,8.27357280910168,712.904065771668,0.817498065186546,0.711116083851708,-130.106371339707,-205.946518358159,0.24332818153365,-0.0630987810801724,-0.310603393993359,0.00102175852684462,0.600735790233357,0.248893544102966,-0.442387580237212,1.00773419307893,-0.850937732411127,658.637841450413,506.957547413509,NA,NA,163.001202645135,216.614220645191,0,490.601738993025,245.300869496512,490.601738993025,0,NA,NA,163.001202645135,270.227238645248,NA,NA,0,236.455613942381,-0.0315493905400862,2.1,0.5
"BUT1200146","BUTLER",1996,"8/28/2012 0:00:00","JM, EA",2007,"BTC0810","NAD83 UTM zone 10",1057371.29,3812072.17,302,37,"GRANITE","",0,0,2,93,5,0,0,15,90,0.5,90,"1",0,"",NA,NA,4,3,6,6,0,"PLOT CENTER IS 2M AT 33 DEGREES AWAY FROM CEBE WITH ORANGE FLAGGING.",0,0.5,90,20,120,120,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,0,0,"BUT","Y",2007,"",5,NA,NA,1057371.29,3812072.17,8.22754237159962,679.276771072939,507.303440507647,8.28774628919593,714.634388906465,0.950523486719369,0.709878293548011,-35.3576178335263,-207.330948398818,-0.0602039175963096,0.25499758638895,-0.307133000679997,-3.91004123440109e-06,0.60057471079144,0.201785851548085,-0.534717376274628,1.01170868355358,-0.849381510515257,657.207651119583,507.303440507647,873.319221591586,NA,162.679487414513,359.806309144228,0,489.465367821074,224.579858112779,489.465367821074,0,184.274206517264,NA,162.679487414513,269.988487623308,646.750952394862,NA,0,236.767801997272,0,8.54177259596742,582.255545813615,507.303440507647,8.28774628919593,714.634388906465,0.814760043530208,0.709878293548011,-132.37884309285,-207.330948398818,0.25402630677149,-0.0621364606978799,-0.307133000679997,0.00102321678080278,0.60057471079144,0.250836511582856,-0.442540542294053,1.01170868355358,-0.849381510515257,657.207651119583,507.303440507647,NA,NA,162.679487414513,216.333987518911,0,489.465367821074,244.732683910537,489.465367821074,0,NA,NA,162.679487414513,269.988487623308,NA,NA,0,236.767801997272,-0.0310682303489399,1.6,0
"CHB2012003","CHINABACK",2784,"7/19/2012 0:00:00","Glenn Shelton, Jenell Jackson, Kelly Matsunaga",2007,"","NAD83 UTM zone 10",523639,4634366,234,65,"","",7,3,0.5,89,1,20,80,30,0,10,30,"",1,"",NA,NA,0.5,1,5,3,2,"Plot is a 1 burn severity, but some surrounding trees torched",80,85,30,20,100,60,40,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,4088.29242586944,4088.29242586944,523639,4634366,12.0657357541458,474.962225128945,384.860594648766,12.1413323241647,521.615956770921,0.910559232254344,0.737823660593623,-46.6537316419763,-136.755362122155,-0.0755965700189005,-0.510250118663648,-1.13335595866276,-0.00261197873094653,0.257114263795265,0.0330828094593809,-0.506048044021056,0.395634489976778,-1.36412158124073,589.01027277338,384.860594648766,451.015807964688,NA,260.819943829288,300.059820000658,0,0,0,0,0,0,NA,325.574265607986,260.819943829288,313.7852505647,NA,0,167.806308656587,-0.170083372887883,12.2222590109428,486.935433711073,384.860594648766,12.1413323241647,521.615956770921,0.93351330109888,0.737823660593623,-34.680523059848,-136.755362122155,0.0809266867780494,-0.427448329713858,-1.13335595866276,-0.00152952822604345,0.257114263795265,0.221831687494499,-0.964748038969117,0.395634489976778,-1.36412158124073,589.01027277338,384.860594648766,NA,NA,260.819943829288,293.197104718637,0,0,0,0,0,NA,NA,325.574265607986,260.819943829288,NA,NA,0,167.806308656587,-0.213724164856929,1.7,20
"CHB2012006","CHINABACK",2766,"7/2/2012 0:00:00","Glenn Shelton, Jenell Jackson, Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524244,4634383,71,67,"","",7,1,1,90,1,10,90,60,0,15,60,"",3,"",NA,NA,0.5,3,5,4,1,"Burned out stump near plot center. 40% of trees around plot burned above ground. 100% shrub mortality",90,95,60,20,100,80,20,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,4322.672288611,4322.672288611,524244,4634383,12.1372541282,467.994285884211,384.001156877328,12.2075056534315,515.365715258218,0.908081915479627,0.74510419592993,-47.3714293740073,-131.36455838089,-0.0702515252314662,-0.493670552160131,-1.08530100710057,-0.00269113105674184,0.226963140158871,0.028059518197143,-0.500427519414193,0.388645990822087,-1.32772368270959,579.655479088722,384.001156877328,440.326221686582,NA,260.508339147196,295.764213962784,0,0,0,0,0,0,NA,319.712089485787,260.508339147196,307.07221325537,NA,0,166.133354497971,-0.164556850720044,12.286595846492,481.828317983025,384.001156877328,12.2075056534315,515.365715258218,0.934925051701607,0.74510419592993,-33.5373972751929,-131.36455838089,0.0790901930604999,-0.396226454040969,-1.08530100710057,-0.00163919847869224,0.226963140158871,0.213885524437388,-0.960330063329771,0.388645990822087,-1.32772368270959,579.655479088722,384.001156877328,NA,NA,260.508339147196,290.110214316491,0,0,0,0,0,NA,NA,319.712089485787,260.508339147196,NA,NA,0,166.133354497971,-0.198113227020484,1.65,4
"CHB2012007","CHINABACK",2763,"6/27/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,"","NAD83 UTM zone 10",523040,4634144,309,44,"","",4,3,0.5,93,0.5,5,85,85,0,3,85,"",2,"",NA,NA,0.5,1.5,3,3,0,"Very low burn; high canopy coverage",85,85,85,20,60,60,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,0,"CHB","Y",2007,"",5,2265.81237765951,2265.81237765951,523040,4634144,12.0385520087536,483.613627842021,387.164948358041,12.1150853638445,530.291378298399,0.911977165070724,0.730098516027881,-46.6777504563783,-143.126429940358,-0.0765333550909002,-0.526225995713278,-1.17951740083035,-0.00250174005328688,0.288372442503059,0.0415825315823111,-0.507130513566534,0.405925225816944,-1.39414082716587,599.641697317038,387.164948358041,464.034237850983,NA,262.190331157902,305.563103948089,0,0,0,0,0,0,NA,332.360718771232,262.190331157902,322.138261915132,NA,0,170.425854918019,-0.175408665237759,12.2002122066811,493.40332283754,387.164948358041,12.1150853638445,530.291378298399,0.930438138407556,0.730098516027881,-36.8880554608594,-143.126429940358,0.0851268428365515,-0.459915874791898,-1.17951740083035,-0.00140674094681315,0.288372442503059,0.232204527457679,-0.967974087499693,0.405925225816944,-1.39414082716587,599.641697317038,387.164948358041,NA,NA,262.190331157902,297.275524964567,0,0,0,0,0,NA,NA,332.360718771232,262.190331157902,NA,NA,0,170.425854918019,-0.229957937395949,1,2
"CHB2012008","CHINABACK",2761,"6/28/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,"","NAD83 UTM zone 10",523243,4634148,355,78,"","",0.5,1,1,98,0,80,70,95,0,5,95,"",1,"",NA,NA,5,5,6,3,3,"Extremely dense with a number of shrub species",70,100,95,20,120,60,60,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,2066.98360313647,2066.98360313647,523243,4634148,12.0524053395596,480.889803782541,386.675690872031,12.1290770292894,527.486774912169,0.9116622949696,0.733052863621871,-46.5969711296281,-140.811084040138,-0.0766716897297677,-0.520628505559282,-1.16316808330134,-0.00252642025686213,0.282709091235698,0.0404638915451077,-0.506489258573007,0.404200641607582,-1.38789212297305,596.002541266143,386.675690872031,459.991179209449,NA,261.975101265251,303.905067892069,0,0,0,0,0,0,NA,330.106970707489,261.975101265251,319.633131703466,NA,0,169.853319836987,-0.173542835186427,12.213056546511,491.339116069087,386.675690872031,12.1290770292894,527.486774912169,0.931471914439749,0.733052863621871,-36.147658843082,-140.811084040138,0.0839795172216498,-0.449364270330854,-1.16316808330134,-0.00143078017185316,0.282709091235698,0.230840084149143,-0.967352475217639,0.404200641607582,-1.38789212297305,596.002541266143,386.675690872031,NA,NA,261.975101265251,296.04103598637,0,0,0,0,0,NA,NA,330.106970707489,261.975101265251,NA,NA,0,169.853319836987,-0.224682135165427,1.5,4
"CHB2012012","CHINABACK",2741,"7/2/2012 0:00:00","Glenn Shelton/ Jenell Jackson/ Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524039,4634193,111,34,"","",0.5,1,0.5,99,0,2,70,100,0,0,100,"",1,"",NA,NA,1.33,3.33,4,4,0,"Fire burned most veg. below 3 ft., apparently zero mortality",70,70,100,20,80,80,0,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"CHB","Y",2007,"",5,5327.74483876524,5327.74483876524,524039,4634193,12.1507614070925,470.179248091639,384.661374617606,12.2215354171695,516.850901384396,0.909699967306343,0.744240502603908,-46.6716532927571,-132.18952676679,-0.0707740100770007,-0.497901706165632,-1.0970223533438,-0.0026457194847785,0.241863646411158,0.0321875273215551,-0.500598921701188,0.392903797178257,-1.34213857478881,581.837290791626,384.661374617606,444.039078865685,NA,261.04295687885,297.345905245463,0,0,0,0,0,0,NA,321.29877574207,261.04295687885,309.69598311547,NA,0,167.018092111367,-0.165967235388544,12.3022553085829,483.249332704616,384.661374617606,12.2215354171695,516.850901384396,0.934987888016104,0.744240502603908,-33.60156867978,-132.18952676679,0.0807198914133505,-0.406335379339487,-1.0970223533438,-0.00158438434374504,0.241863646411158,0.218799035463716,-0.963196889354373,0.392903797178257,-1.34213857478881,581.837290791626,384.661374617606,NA,NA,261.04295687885,291.17086631046,0,0,0,0,0,NA,NA,321.29877574207,261.04295687885,NA,NA,0,167.018092111367,-0.203167689669743,0.45,2
"CHB2012013","CHINABACK",2751,"7/2/2012 0:00:00","Glenn Shelton/Jenell Jackson/Jelly Matsunaga",2007,"","NAD83 UTM zone 10",524943,4634185,86,67,"","",3,1,0.5,94,2,5,80,0.5,0,0,7,"",3,"",NA,NA,0.5,2.5,0,0,0,"10 foot and under burn",80,85,0.5,20,0,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,0,0,"CHB","Y",2007,"",5,4165.88026438669,4165.88026438669,524943,4634185,12.0131402262271,474.124630195433,391.510765914832,12.0753951427484,510.56968635978,0.928618840604914,0.766811615288395,-36.4450561643467,-119.058920444948,-0.0622549165212671,-0.488516173702975,-1.06824551298494,-0.00268911107070711,0.236965573685136,0.0279753283125155,-0.504082853260402,0.385414539542816,-1.33548210780559,583.997628901731,391.510765914832,446.865495769737,NA,265.033422949281,299.555828848307,0,0,0,0,0,0,NA,322.30863377479,265.033422949281,311.32542982085,NA,0,165.396870528148,-0.162838724567658,12.1664989217481,487.754197408281,391.510765914832,12.0753951427484,510.56968635978,0.95531366322555,0.766811615288395,-22.8154889514985,-119.058920444948,0.0911037789996509,-0.392872905302336,-1.06824551298494,-0.00161294139868316,0.236965573685136,0.215336823814724,-0.954400468253267,0.385414539542816,-1.33548210780559,583.997628901731,391.510765914832,NA,NA,265.033422949281,293.671028362035,0,0,0,0,0,NA,NA,322.30863377479,265.033422949281,NA,NA,0,165.396870528148,-0.196436452651168,5.5,4
"CHB2012014","CHINABACK",2771,"6/28/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,"","NAD83 UTM zone 10",523053,4633943,354,60,"","",1,0.5,1,98,0.5,10,95,20,0,20,20,"",3,"",NA,NA,0.5,2,2,2,0,"mostly bunch grass",95,95,20,20,40,40,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"CHB","Y",2007,"",5,2654.27329116605,2654.27329116605,523053,4633943,11.9217205600958,484.306695861852,388.078345966824,11.9844957639601,535.265863783377,0.904796529408144,0.72501979338604,-50.959167921525,-147.187517816553,-0.0627752038643337,-0.525382809039391,-1.17677379453169,-0.00247368112021371,0.323245282151993,0.0488691646122482,-0.514205370585769,0.414678898845944,-1.42897258834638,599.757609748674,388.078345966824,465.084131870058,NA,262.951937383262,306.179376706507,0,0,0,0,0,0,NA,332.588976441088,262.951937383262,322.99721629517,NA,0,172.379849244682,-0.17512760301313,12.0927095754109,493.917977857749,388.078345966824,11.9844957639601,535.265863783377,0.9227526193556,0.72501979338604,-41.347885925628,-147.187517816553,0.108213811450801,-0.460321915259322,-1.17677379453169,-0.00131621865394484,0.323245282151993,0.2424631538696,-0.966057404596053,0.414678898845944,-1.42897258834638,599.757609748674,388.078345966824,NA,NA,262.951937383262,297.770456912175,0,0,0,0,0,NA,NA,332.588976441088,262.951937383262,NA,NA,0,172.379849244682,-0.230160957629661,2.5,1
"CHB2012015","CHINABACK",2762,"6/28/2012 0:00:00","Glenn Shelton, Jenell Jackson",2007,"","NAD83 UTM zone 10",523250,4633948,55,58,"","",1,0.5,0.5,98,1,6,90,50,0,15,50,"",2,"",NA,NA,0.6,2,1,1,0,"Mostly bunchgrasses (Bromus cilliatus). Fire burned low throughout the majority of the stand; few oaks completely consumed",90,90,50,20,20,20,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,3321.36321964038,3321.36321964038,523250,4633948,11.9656346279337,481.568322150579,387.559363157461,12.0318258463718,531.840691284425,0.905474759720932,0.728713258516349,-50.2723691338456,-144.281328126964,-0.0661912184380675,-0.519854605170638,-1.16057842576101,-0.00249921609436425,0.311678873921644,0.0469381670208377,-0.511973638492303,0.411875781599752,-1.4168514700821,596.078385965338,387.559363157461,461.067217328939,NA,262.715736088623,304.521923674798,0,0,0,0,0,0,NA,330.321586568018,262.715736088623,320.528448367753,NA,0,171.681957398081,-0.173284868390213,12.1336137409432,491.8188745614,387.559363157461,12.0318258463718,531.840691284425,0.924748486945648,0.728713258516349,-40.0218167230255,-144.281328126964,0.10178789457135,-0.449991337093142,-1.16057842576101,-0.00135434415641784,0.311678873921644,0.239692627224708,-0.966751655162989,0.411875781599752,-1.4168514700821,596.078385965338,387.559363157461,NA,NA,262.715736088623,296.51866132832,0,0,0,0,0,NA,NA,330.321586568018,262.715736088623,NA,NA,0,171.681957398081,-0.224995668546571,1.75,2
"CHB2012020","CHINABACK",2735,"7/2/2012 0:00:00","Glenn Shelton/ Jenell Jackson/ Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524245,4633982,87,67,"","",45,10,0.5,45,0.5,50,45,0,0,0,0.5,"",3,"",NA,NA,0.5,1.5,0,0,0,"Exposed site, not much vegetation to begin with",50,60,0,20,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"CHB","Y",2007,"",5,4425.95578646905,4425.95578646905,524245,4633982,12.1133178788767,468.522282979026,385.334321546404,12.1730507245199,514.098286867745,0.911347683793306,0.749534342730719,-45.576003888719,-128.763965321341,-0.0597328456432322,-0.491463210132272,-1.07751062228218,-0.00265034881169131,0.255752813710651,0.0347570172355783,-0.503513563260554,0.39488654839187,-1.35536662441723,578.46574522975,385.334321546404,441.766782160924,NA,261.725387522849,296.598679642507,0,0,0,0,0,0,NA,319.43791942121,261.725387522849,308.632731983463,NA,0,166.925898733426,-0.163821070044091,12.2680873837291,481.900033388077,385.334321546404,12.1730507245199,514.098286867745,0.937369459688647,0.749534342730719,-32.1982534796679,-128.763965321341,0.0950366592091996,-0.397218852263716,-1.07751062228218,-0.00156001955927954,0.255752813710651,0.222123362369137,-0.963136070316608,0.39488654839187,-1.35536662441723,578.46574522975,385.334321546404,NA,NA,261.725387522849,290.58165347203,0,0,0,0,0,NA,NA,319.43791942121,261.725387522849,NA,NA,0,166.925898733426,-0.198609426131858,100,5
"CHB2012026","CHINABACK",2736,"7/2/2012 0:00:00","Glenn Shelton/ Jenell Jackson/ Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524059,4633773,275,63,"","",2,85,0.5,13,0,7,30,0,0,1,0,"",3,"",NA,NA,0,0,0,0,0,"""3"" fire classification applies to outside of plot- nothing burned inside plot (talus slope)",60,60,1,20,0,0,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,4341.34610280031,4341.34610280031,524059,4633773,11.9581801040718,470.756891733778,386.169709863385,12.0057755136673,518.420513457835,0.908059923388943,0.744896661761425,-47.6636217240567,-132.25080359445,-0.047595409595468,-0.495188653203265,-1.08797494861056,-0.00259962537792021,0.303330803571789,0.0437387970276948,-0.513570011286376,0.406128761255122,-1.40692686181767,580.647919407842,386.169709863385,445.453045930108,NA,262.394922357073,298.216204499351,0,0,0,0,0,0,NA,321.017958922648,262.394922357073,311.235732218332,NA,0,168.986359022438,-0.165062884401088,12.1253496151441,483.408814635613,386.169709863385,12.0057755136673,518.420513457835,0.932464673149804,0.744896661761425,-35.0116988222215,-132.25080359445,0.119574101476848,-0.406524078489697,-1.08797494861056,-0.00142810277860434,0.303330803571789,0.235411408669281,-0.963980383746741,0.406128761255122,-1.40692686181767,580.647919407842,386.169709863385,NA,NA,262.394922357073,291.70644063986,0,0,0,0,0,NA,NA,321.017958922648,262.394922357073,NA,NA,0,168.986359022438,-0.203262039244849,12.5,35
"CHB2012033","CHINABACK",2740,"7/2/2012 0:00:00","Glenn Shelton/ Jenell Jackson/ Kelly Matsunaga",2007,"","NAD83 UTM zone 10",523859,4633567,258,72,"","",2,25,1,72,0.5,20,50,75,0,5,75,"",2,"",NA,NA,0.33,2.3,5,4,1,"Burned most vegetation below 4 ft.",50,60,75,20,100,80,20,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"CHB","Y",2007,"",5,3880.55976061139,3880.55976061139,523859,4633567,11.8356651443301,474.106319436499,387.511667772167,11.8758572225065,526.162290944391,0.901064799960373,0.736486963131918,-52.0559715078916,-138.650623172224,-0.0401920781763661,-0.500397124599366,-1.10273921692983,-0.00254391038552148,0.341984134942948,0.052244343904757,-0.519998452344398,0.416816094293469,-1.44664087353222,584.252623833761,387.511667772167,450.55466670357,NA,263.333056683259,300.474098780216,0,0,0,0,0,0,NA,323.434806440884,263.333056683259,314.654433216505,NA,0,171.884420271634,-0.166799041533122,12.012916109818,485.882145802964,387.511667772167,11.8758572225065,526.162290944391,0.92344539729533,0.736486963131918,-40.2801451414269,-138.650623172224,0.137058887311451,-0.418485877701677,-1.10273921692983,-0.00131097376221381,0.341984134942948,0.247448061407319,-0.962101178034037,0.416816094293469,-1.44664087353222,584.252623833761,387.511667772167,NA,NA,263.333056683259,293.383931562071,0,0,0,0,0,NA,NA,323.434806440884,263.333056683259,NA,NA,0,171.884420271634,-0.209242938850838,46.3,4
"CHB2012034","CHINABACK",2737,"7/2/2012 0:00:00","Glenn Shelton/ Jenell Jackson/ Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524057,4633585,319,72,"","",7,3,0.5,90,0,0,70,80,0,5,70,"",1,"",NA,NA,0.66,2,1,1,0,"Fire burned very low to the ground (+ or - 3 ft); 1 to 10 QUGA mortality",70,70,80,20,20,20,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,3824.04325027147,3824.04325027147,524057,4633585,11.8320296095318,471.164165314587,386.871406874999,11.8664936593559,519.757097590229,0.906508381509487,0.744331166748211,-48.592932275642,-132.88569071523,-0.0344640498240665,-0.494298683605112,-1.08487574927487,-0.00257724480664144,0.336784457518591,0.0497628128019385,-0.520329656149161,0.413313513901353,-1.44124483900008,580.315839145102,386.871406874999,446.30524992366,NA,263.011549472925,298.695765698466,0,0,0,0,0,0,NA,321.015782374371,263.011549472925,312.059965248101,NA,0,170.099249594861,-0.164766227868371,12.0086366451945,483.593623010051,386.871406874999,11.8664936593559,519.757097590229,0.930422355465958,0.744331166748211,-36.1634745801785,-132.88569071523,0.14214298583865,-0.407214658956493,-1.08487574927487,-0.00133988982112306,0.336784457518591,0.244434067647984,-0.960835382014543,0.413313513901353,-1.44124483900008,580.315839145102,386.871406874999,NA,NA,263.011549472925,292.013665923648,0,0,0,0,0,NA,NA,321.015782374371,263.011549472925,NA,NA,0,170.099249594861,-0.203607329478246,0.4,1
"CHB2012038","CHINABACK",2777,"7/1/2012 0:00:00","Glenn Shelton, Jenell Jackson, Kelly Matsunaga",2007,"","NAD83 UTM zone 10",524851,4633610,237,1,"","",0.5,0.5,2,98,0,0,0,1,80,0,80,"",2,"",NA,NA,1.7,1.33,8,8,0,"Area vacant of shrubs, except Manzanita that were burned",2,3,80,20,160,160,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"CHB","Y",2007,"",5,5173.48266776267,5173.48266776267,524851,4633610,12.0505181092264,471.299575243934,390.493675235363,12.1034791645732,508.50545128322,0.926832886559236,0.767924265610029,-37.2058760392863,-118.011776047857,-0.052961055346799,-0.486375808698298,-1.05593070396534,-0.00265383734573344,0.264336671221107,0.033147638685551,-0.505431452623479,0.389824916693152,-1.36177176999213,578.215023075508,390.493675235363,445.19002742093,NA,264.97421209935,298.639759139953,0,0,0,0,0,0,NA,319.646874234223,264.97421209935,311.298191086285,NA,0,165.534040555199,-0.162125269566099,12.2084239966531,484.354349155436,390.493675235363,12.1034791645732,508.50545128322,0.952505716375628,0.767924265610029,-24.1511021277844,-118.011776047857,0.1049448320799,-0.394360121884443,-1.05593070396534,-0.00154084842826796,0.264336671221107,0.221751615600397,-0.958174352873881,0.389824916693152,-1.36177176999213,578.215023075508,390.493675235363,NA,NA,264.97421209935,292.310543166786,0,0,0,0,0,NA,NA,319.646874234223,264.97421209935,NA,NA,0,165.534040555199,-0.197180060942221,1,2
