"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
3,"PNP1110069","1","CONU4",,,,,,,,1,10,"3.0",12.00,400.00,45.00
4,"PNP1110210","1","QUCH2",,,,,,,,1,4,"0.5",12.00,350.00,29.00
5,"PNP1110127","1","CONU4",,,,,,,,1,9,"1.7",12.00,260.00,38.00
15,"PNP1110210","1","QUKE",,,,,,,,1,5,"4",12.00,460.00,31.00
16,"PNP1110127","1","CONU4",,,,,,,,1,4,"0.6",12.00,170.00,27.00
17,"PNP1110189","1","CONU4",,,,,,,,1,4,"1.5",12.00,340.00,44.00
18,"PNP1110189","1","CONU4",,,,,,,,1,3,"2.0",12.00,400.00,36.00
19,"PNP1110189","1","ACMA",,,,,,,,1,5,"7.5",12.00,700.00,60.00
20,"PNP1110189","1","CONU4",,,,,,,,1,4,"3.0",12.00,400.00,41.00
21,"PNP1110189","1","CONU4",,,,,,,,1,5,"2.2",12.00,400.00,40.00
22,"PNP1110189","1","CONU4",,,,,,,,1,4,"2.0",12.00,310.00,36.00
24,"PNP1110011","1","CONU4",,,,,,1,,,5,"1.1",10.00,220.00,32.00
25,"PNP1110011","1","CONU4",,,,,1,,,,5,"0.8",9.00,180.00,30.00
26,"PNP1110011","1","CONU4",,,,,1,,,,4,"0.5",9.00,180.00,22.00
27,"PNP1110011","1","CONU4",,,,,1,,,,3,"1.0",9.00,160.00,26.00
28,"PNP1110011","1","LIDE3",,1,,,,,,,4,"0.4",6.00,140.00,25.00
29,"PNP1110011","1","LIDE3",,,,1,,,,,11,"0.8",8.00,180.00,26.00
30,"PNP1110011","1","LIDE3",,,,1,,,,,4,,8.00,135.00,11.00
31,"PNP1110011","1","LIDE3",,,,1,,,,,4,"0.7",8.00,150.00,23.00
32,"PNP1110002","1","LIDE3",,1,,,,,,,3,,6.00,80.00,10.00
33,"PNP1110002","1","LIDE3",1,,,,,,,1,7,"1.0",12.00,200.00,20.00
34,"PNP1110002","1","LIDE3",,,,,,,,,2,,2.00,15.00,8.00
35,"PNP1110111","3","LIDE3",2,,,,1,,,,9,"1.0",9.00,155.00,24.00
36,"PNP1110111","1","ARME",,1,,,,,,,7,"1.5",6.00,225.00,30.00
37,"PNP1110111","1","LIDE3",,,1,,,,,,8,,7.00,95.00,22.00
38,"PNP1110111","1","LIDE3",,,,,,,,,5,,4.00,50.00,20.00
39,"PNP1110111","1","LIDE3",,1,,,,,,,6,,6.00,85.00,19.00
40,"PNP1110111","1","LIDE3",,1,,,,,,,4,,6.00,70.00,22.00
41,"PNP1110107","1","LIDE3",,,,,,,,1,8,"2.0",12.00,250.00,18.00
42,"PNP1110107","1","LIDE3",,,,,,,,1,7,"1.5",12.00,225.00,20.00
43,"PNP1110107","1","CONU4",,,,,,,,1,12,"2.0",12.00,300.00,19.00
44,"PNP1110107","1","LIDE3",,,,,,,,1,10,"2.5",12.00,280.00,23.00
45,"PNP1110107","2","LIDE3",1,,,,,,,1,5,"3.0",12.00,300.00,12.00
46,"PNP1110107","1","LIDE3",,,,,,,,1,7,"3.0",12.00,350.00,28.00
47,"PNP1110107","1","CONU4",,,,,,,,1,11,"5.5",12.00,400.00,22.00
48,"PNP1110109","1","LIDE3",,,,,1,,,,12,"1.8",9.00,150.00,17.00
49,"PNP1110109","1","LIDE3",,,,,,,,,4,,4.00,70.00,20.00
50,"PNP1110109","1","LIDE3",,,,,,,,,4,,4.00,60.00,11.00
51,"PNP1110109","1","LIDE3",,1,,,,,,,6,,6.00,100.00,17.00
53,"PNP1110109","1","LIDE3",,,,,,,,,3,,3.00,40.00,16.00
54,"PNP1110109","1","LIDE3",,1,,,,,,,6,,6.00,120.00,15.00
55,"PNP1110109","1","CONU4",1,,,,,,,,10,,5.00,110.00,19.00
56,"PNP1110038","1","ACMA",,,,,,,,1,2,"2.5",12.00,400.00,30.00
57,"PNP1110128","1","CONU4",,,,,,,1,,6,"3.5",11.00,500.00,33.00
58,"PNP1110128","1","LIDE3",,,,,,,,1,4,"4.0",12.00,570.00,45.00
59,"PNP1110128","1","CONU4",,,,,1,,,,4,"2.0",9.00,400.00,40.00
60,"PNP1110128","1","LIDE3",,,,,,,,1,2,"2.3",12.00,350.00,33.00
61,"PNP1110128","1","LIDE3",,,1,,,,,,2,"0.4",7.00,200.00,22.00
62,"PNP1110165","1","ARME",,,,,,,,1,9,"3.0",12.00,450.00,20.00
63,"BST1100350","6","ALNUS",6,,,,,,,,9,"3.2",5.00,450.00,59.00
64,"PNP1110123","1","LIDE3",,,,,,,,1,8,"4.0",12.00,500.00,25.00
65,"PNP1110123","1","LIDE3",,,,,,,,1,14,"6.5",12.00,600.00,30.00
66,"PNP1110123","1","LIDE3",,,,,,,,1,3,"0.7",12.00,200.00,20.00
67,"PNP1110123","1","LIDE3",,,,,,,,1,17,"3.0",12.00,450.00,20.00
68,"PNP1110123","1","LIDE3",,,,,,,,1,2,"0.5",12.00,200.00,20.00
69,"PNP1110123","1","LIDE3",,,,,,,,1,4,"3.8",12.00,500.00,26.00
70,"PNP1110123","1","LIDE3",,,,,,,,1,7,"6",12.00,550.00,15.00
71,"PNP1110123","1","ARME",,,,,,,,1,1,"4.0",12.00,460.00,40.00
72,"PNP1110233","1","LIDE3",,,,1,,,,,10,"1",8.00,250.00,32.00
73,"PNP1110233","1","LIDE3",,,1,,,,,,13,"1.5",7.00,230.00,32.00
74,"PNP1110233","1","LIDE3",,,1,,,,,,3,"1",7.00,200.00,18.00
75,"PNP1110146","1","LIDE3",,,,,,,,1,3,"2.2",12.00,350.00,37.00
76,"PNP1110146","1","LIDE3",,,,,,,,1,3,"2.0",12.00,400.00,41.00
77,"PNP1110146","1","LIDE3",,,,,,,,1,3,"2.0",12.00,320.00,34.00
78,"PNP1110146","1","LIDE3",,,,,,,,1,10,"3.0",12.00,410.00,38.00
79,"PNP1110146","1","LIDE3",,,,,,,,1,3,"3.5",12.00,350.00,48.00
80,"PNP1110146","1","LIDE3",,,,,,,,1,4,"3.2",12.00,630.00,50.00
81,"PNP1110146","1","LIDE3",,,,,,,,1,2,"2.9",12.00,500.00,30.00
82,"PNP1110146","1","LIDE3",,,,,,,,1,7,"2.0",12.00,420.00,45.00
83,"PNP1110146","1","CONU4",,,,,,,,1,4,"1.3",12.00,280.00,41.00
84,"PNP1110147","1","ARME",,1,,,,,,,4,"1.0",6.00,220.00,32.00
85,"PNP1110147","1","LIDE3",,,,,,,,1,10,"6.0",12.00,700.00,45.00
86,"PNP1110149","1","LIDE3",,,,,,,,1,3,"3.5",12.00,300.00,35.00
87,"PNP1110149","1","LIDE3",,,,,,,,1,3,"0.6",12.00,170.00,30.00
88,"PNP1110149","1","QUKE",,,,,,,,1,3,"2.0",12.00,210.00,19.00
89,"PNP1110150","1","LIDE3",1,,,,,,,,3,,5.00,80.00,20.00
90,"PNP1110150","1","LIDE3",,,,,,,,1,5,"2.7",12.00,280.00,41.00
91,"PNP1110150","1","LIDE3",,,,,,,,1,3,"1.2",12.00,250.00,40.00
92,"PNP1110150","1","LIDE3",,,,,,,,1,4,"2.8",12.00,310.00,31.00
93,"PNP1110171","1","LIDE3",,,1,,,,,,2,"0.5",7.00,170.00,35.00
94,"PNP1110151","1","LIDE3",1,,,,,,,,2,"0.7",5.00,180.00,45.00
95,"PNP1110151","1","LIDE3",,,,,,,,1,2,"4.0",12.00,470.00,50.00
96,"PNP1110144","1","CONU4",,,,,,,,1,5,"3.8",12.00,700.00,50.00
97,"PNP1110144","1","LIDE3",,,,,,,,1,5,"1.7",12.00,290.00,37.00
98,"PNP1110144","1","LIDE3",,,,,,,,1,7,"4.4",12.00,500.00,45.00
99,"BST1100304","12","POTR5",12,,,,,,,,6,"1.0",5.00,240.00,42.00
100,"PNT1100040","1","LIDE3",,,,,,,,1,4,"2.8",12.00,300.00,30.00
101,"PNT1100040","1","LIDE3",,,,,,,,1,5,"5.0",12.00,450.00,13.00
102,"PNT1100040","1","LIDE3",,,,,,,,1,4,"4.8",12.00,400.00,20.00
103,"PNT1100040","1","LIDE3",,,,,,,,1,3,"3.8",12.00,350.00,30.00
104,"PNT1100040","1","ARME",,,,,,,,1,6,"9.8",12.00,500.00,25.00
105,"PNT1100040","1","ARME",,,,,,,,1,6,"11.3",12.00,600.00,20.00
106,"PNT1100040","1","LIDE3",,,,,,,,1,3,"4.6",12.00,500.00,34.00
107,"PNT1100040","1","QUKE",,,,,,,,1,3,"3.0",12.00,500.00,25.00
108,"PNT1100100","1","LIDE3",,,,,,,,1,11,"5",12.00,420.00,18.00
109,"PNT1100097","1","LIDE3",,,,,,,,1,4,"4",12.00,250.00,27.00
110,"PNT1100097","1","LIDE3",,1,,,,,,,16,"0.6",6.00,73.00,17.00
111,"PNT1100097","1","LIDE3",,,,1,,,,,16,"0.5",8.00,60.00,15.00
112,"PNT1100097","1","LIDE3",,,,,,,,1,8,"5",12.00,300.00,33.00
113,"PNT1100097","1","LIDE3",,,1,,,,,,15,"0.8",7.00,100.00,8.00
114,"PNT1100098","1","LIDE3",1,,,,,,,,3,,5.00,53.00,11.00
115,"PNT1100098","1","LIDE3",,,1,,,,,,4,,7.00,60.00,15.00
116,"PNT1100098","1","LIDE3",,,,,1,,,,2,,9.00,70.00,10.00
117,"PNT1100098","1","LIDE3",,,,,,1,,,4,,1.00,105.00,20.00
118,"PNT1100099","1","LIDE3",,,,,1,,,,5,,9.00,135.00,11.00
119,"PNT1100089","1","CONU4",,,,,,,,1,13,"5.5",12.00,300.00,12.00
120,"PNT1100090","1","LIDE3",,,,,,,,,7,"1",13.00,175.00,6.00
121,"PNT1100090","1","LIDE3",,,,,,,,,10,"0.5",13.00,160.00,14.00
122,"PNT1100108","1","LIDE3",,,,,,,,,9,,2.00,30.00,5.00
123,"PNT1100067","1","LIDE3",,,,,,,,1,13,"2",12.00,200.00,18.00
124,"PNT1100067","1","LIDE3",,,,,,,,1,3,"3.1",12.00,300.00,17.00
125,"PNT1100067","1","LIDE3",,,,,,,,1,11,"0.5",12.00,130.00,14.00
126,"PNT1100067","1","LIDE3",,,,,,,,1,14,"0.75",12.00,150.00,27.00
127,"PNT1100077","1","LIDE3",,,,,,,,1,7,"5.5",12.00,350.00,26.00
128,"PNT1100077","1","LIDE3",,,,,,,,1,8,"6.5",12.00,350.00,28.00
129,"PNT1100077","1","LIDE3",,,,,,,,1,13,"5",12.00,300.00,25.00
130,"PNT1100077","1","LIDE3",,,,,,,,1,9,"7.5",12.00,500.00,24.00
131,"PNT1100068","1","LIDE3",,,,,,,,1,12,"2.5",12.00,240.00,17.00
132,"PNT1100068","1","LIDE3",,,,,,,,1,9,"2.0",12.00,190.00,28.00
133,"PNT1100068","1","LIDE3",,,,,,,,1,16,"2.5",12.00,240.00,23.00
134,"PNT1100070","1","LIDE3",,,,,,,,1,6,,12.00,71.00,9.00
135,"PNT1100070","1","LIDE3",,,,,,,,1,6,"0.5",12.00,145.00,12.00
136,"PNT1100070","1","LIDE3",,,,,,,,1,13,"0.5",12.00,150.00,15.00
137,"PNT1100070","1","CONU4",,,,,,,,1,5,,12.00,110.00,14.00
138,"PNT1100070","1","LIDE3",,,,,,,,1,5,"0.5",12.00,170.00,14.00
139,"PNT1100350","1","ACMA",,,,,,,,1,6,"5.5",12.00,800.00,20.00
140,"PNT1100350","1","ACMA",,,,,,,,1,3,"5",12.00,700.00,20.00
141,"PNT1100344","1","ACMA",,,,,,,,1,8,"10.4",12.00,700.00,70.00
142,"PNT1100344","1","LIDE3",,,,,,,,1,2,"1",12.00,210.00,25.00
143,"PNT1100205","1","LIDE3",,,,,,,,1,2,"1",12.00,150.00,20.00
144,"PNT1100205","1","LIDE3",1,,,,,,,,3,,5.00,100.00,17.00
145,"PNT1100205","1","LIDE3",,,,,,,,1,10,"3.5",12.00,230.00,22.00
146,"PNT1100205","1","LIDE3",,,,,,,,1,6,"5",12.00,350.00,20.00
147,"PNT1100205","1","LIDE3",,,,,,,,1,4,"2",12.00,200.00,20.00
148,"PNT1100205","1","ACMA",,,,,,,,1,4,"3.0",12.00,300.00,20.00
149,"PNT1100023","1","ACMA",,,,,,,,1,3,"2.0",12.00,380.00,30.00
150,"PNT1100023","1","ACMA",,,,,,,,1,4,"2.0",12.00,250.00,15.00
151,"PNT1100023","1","ARME",,,,,,,,1,4,"5.7",12.00,400.00,22.00
152,"PNT1100023","1","ARME",,,,,,,,1,5,"5.7",12.00,600.00,24.00
153,"PNT1100023","1","ARME",,,,,,,,1,3,"5.5",12.00,600.00,26.00
154,"PNT1100270","1","LIDE3",,,,,,,,1,11,"2.5",12.00,260.00,24.00
155,"PNT1100270","1","LIDE3",,,,,,,,1,3,"4.5",12.00,400.00,27.00
156,"PNT1100270","1","LIDE3",,,,,,,,1,2,"3.7",12.00,420.00,20.00
157,"PNT1100270","1","LIDE3",,,,,,,,1,2,"3",12.00,310.00,19.00
158,"PNT1100270","1","LIDE3",,,,,,,,1,4,"3",12.00,390.00,20.00
159,"PNT1100037","1","LIDE3",,,,,,,,1,4,"1.5",12.00,200.00,34.00
160,"PNT1100037","1","LIDE3",1,,,,,,,,5,,5.00,140.00,25.00
161,"PNT1100037","1","LIDE3",1,,,,,,,,8,,5.00,80.00,17.00
162,"PNT1100137","1","LIDE3",,,1,,,,,,4,"1",7.00,55.00,9.00
163,"PNT1100137","1","LIDE3",,,,,,,,1,5,"2",12.00,160.00,13.00
164,"PNT1100203","1","LIDE3",,,,,,,,1,5,"3.5",12.00,280.00,25.00
165,"PNT1100203","1","LIDE3",,,,,,,,1,3,"3.2",12.00,200.00,27.00
166,"PNT1100203","1","LIDE3",,,,,,1,,,6,"2.5",10.00,130.00,32.00
167,"PNT1100203","1","LIDE3",,,,,,1,,,3,"2",10.00,260.00,40.00
168,"PNT1100203","1","LIDE3",,,,,,,,1,9,"4.2",12.00,370.00,30.00
169,"PNT1100203","1","LIDE3",,,,,,,,1,12,"4",12.00,420.00,35.00
170,"PNT1100063","1","LIDE3",,,,,,,,1,10,"5",12.00,450.00,19.00
171,"PNT1100062","1","LIDE3",,,,,,,,1,3,"5.1",12.00,500.00,30.00
172,"PNT1100062","1","LIDE3",,,,,,,,1,11,"3.6",12.00,380.00,30.00
173,"PNT1100062","1","LIDE3",,,,,,,,1,3,"2.4",12.00,650.00,18.00
174,"PNT1100062","1","LIDE3",,,,,,,,1,10,"4.5",12.00,380.00,24.00
175,"PNT1100062","1","LIDE3",,,,,,,,1,4,"3.0",12.00,310.00,24.00
176,"PNT1100062","1","LIDE3",,,,,,,,1,3,"6",12.00,460.00,37.00
177,"PNT1100062","1","LIDE3",,,,,,,,1,12,"4.2",12.00,390.00,22.00
178,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,70.00,14.00
179,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,100.00,25.00
180,"RAL1100180","1","QUCH2",1,,,,,,,,3,,5.00,50.00,12.00
181,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,90.00,21.00
182,"RAL1100180","1","QUCH2",1,,,,,,,,3,,5.00,65.00,28.00
183,"BST1100291","4","ALNUS",4,,,,,,,,10,".8",5.00,200.00,38.00
184,"RAL1100143","1","QUCH2",1,,,,,,,,2,,5.00,50.00,22.00
185,"RAL1101134","1","QUCH2",1,,,,,,,,2,,5.00,75.00,15.00
186,"RAL1100143","1","QUCH2",1,,,,,,,,3,,5.00,120.00,25.00
187,"RAL1100049","1","QUKE",1,,,,,,,,16,"2.3",5.00,270.00,37.00
188,"RAL1100469","1","QUKE",1,,,,,,,,10,,5.00,100.00,7.00
189,"RAL1100511","1","QUKE",1,,,,,,,,15,"2.5",5.00,200.00,12.00
190,"RAL1100512","1","QUKE",1,,,,,,,,7,"2.5",5.00,230.00,26.00
191,"RAL1100547","1","QUKE",1,,,,,,,,5,"2",5.00,200.00,17.00
192,"RAL1100547","1","QUKE",1,,,,,,,,3,"2.5",5.00,300.00,17.00
193,"RAL1100547","1","QUKE",1,,,,,,,,2,"2.5",5.00,150.00,17.00
194,"RAL1100548","1","QUKE",1,,,,,,,,17,"3.0",5.00,350.00,30.00
195,"RAL1100548","1","QUKE",1,,,,,,,,9,"3.5",5.00,400.00,29.00
196,"RAL1100548","1","QUKE",1,,,,,,,,9,"3.5",5.00,350.00,30.00
197,"RAL1100548","1","QUKE",1,,,,,,,,6,"0.5",2.00,180.00,10.00
198,"RAL1100548","1","QUKE",1,,,,,,,,4,"2.0",5.00,200.00,32.00
199,"RAL1100548","1","QUKE",1,,,,,,,,4,"1.5",5.00,200.00,29.00
200,"RAL1100549","1","QUCH2",1,,,,,,,,15,"1.7",5.00,210.00,37.00
201,"RAL1100551","1","QUKE",1,,,,,,,,5,,5.00,40.00,16.00
202,"RAL1100551","1","QUKE",1,,,,,,,,5,,5.00,70.00,16.00
203,"RAL1100470","1","ACMA",1,,,,,,,,15,"3.5",5.00,400.00,4.00
204,"RAL1100471","1","QUKE",1,,,,,,,,10,,5.00,200.00,11.00
205,"RAL1100471","1","QUKE",1,,,,,,,,2,,5.00,150.00,6.00
206,"RAL1100342","1","QUKE",1,,,,,,,,5,,5.00,80.00,17.00
207,"RAL1100342","1","QUKE",1,,,,,,,,2,,5.00,55.00,10.00
208,"RAL1100341","1","QUKE",1,,,,,,,,1,,5.00,30.00,8.00
209,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,45.00,12.00
210,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,90.00,10.00
211,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,80.00,16.00
212,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,145.00,22.00
213,"RAL1100390","1","QUKE",1,,,,,,,,8,,5.00,120.00,25.00
214,"RAL1100254","1","QUCH2",1,,,,,,,,3,,5.00,110.00,16.00
215,"RAL1100106","1","QUCH2",1,,,,,,,,3,,5.00,40.00,10.00
216,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,30.00,5.00
217,"RAL1100106","1","QUCH2",1,,,,,,,,2,,5.00,80.00,17.00
218,"RAL1100106","1","QUCH2",1,,,,,,,,2,,5.00,32.00,12.00
219,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,45.00,10.00
220,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,40.00,12.00
221,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,70.00,18.00
222,"RAL1100626","1","QUCH2",1,,,,,,,,8,,5.00,120.00,20.00
223,"RAL1100626","1","QUKE",1,,,,,,,,13,"4.8",5.00,600.00,55.00
224,"RAL1100627","1","QUCH2",1,,,,,,,,6,,5.00,105.00,21.00
225,"RAL1100627","1","QUCH2",1,,,,,,,,9,,5.00,145.00,15.00
226,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,,
227,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,,
228,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,,
229,"RAL1100590","1","QUCH2",1,,,,,,,,20,"0.5",5.00,180.00,20.00
233,"RAL1101124","1","QUCH2",,,,,,,,,3,,4.00,35.00,8.00
235,"RAL1101033","1","QUCH2",1,,,,,,,,6,"0.5",5.00,210.00,25.00
236,"RAL1101034","1","QUCH2",1,,,,,,,,11,"1.2",5.00,220.00,25.00
237,"RAL1101034","1","QUCH2",1,,,,,,,,5,,5.00,130.00,17.00
239,"RAL1101078","1","QUCH2",1,,,,,,,,6,,5.00,100.00,6.00
240,"RAL1101078","1","QUCH2",1,,,,,,,,4,,5.00,80.00,20.00
241,"RAL1101079","1","ACMA",1,,,,,,,,10,"2",5.00,350.00,100.00
242,"RAL1101080","1","QUKE",1,,,,,,,,11,"2.25",5.00,400.00,40.00
243,"RAL1101080","1","QUKE",1,,,,,,,,7,"2.0",5.00,350.00,35.00
244,"BAR1111767","1","QUKE",,,,,,,,,2,,3.00,53.00,15.00
245,"BAR1111767","1","QUKE",1,,,,,,,,6,,5.00,75.00,12.00
246,"BAR1111621","1","QUCH2",1,,,,,,,,4,,5.00,60.00,18.00
247,"BAR1111621","1","QUCH2",1,,,,,,,,6,,5.00,75.00,28.00
248,"BAR1111621","1","QUCH2",1,,,,,,,,6,,5.00,70.00,18.00
249,"BAR1111621","1","QUCH2",1,,,,,,,,4,,5.00,65.00,13.00
250,"BAR1111809","1","QUCH2",1,,,,,,,,6,"1",5.00,150.00,23.00
251,"BAR1111809","1","QUKE",1,,,,,,,,5,,5.00,39.00,7.00
252,"BAR1111809","1","QUKE",1,,,,,,,,3,,5.00,68.00,7.00
253,"BAR1111810","1","QUCH2",1,,,,,,,,5,,5.00,150.00,7.00
254,"BAR1111946","1","ACMA",1,,,,,,,,9,"1.3",5.00,220.00,43.00
255,"BAR1111948","1","ACMA",1,,,,,,,,9,"2.5",5.00,370.00,80.00
256,"BAR1111948","1","ACMA",1,,,,,,,,5,"4.9",5.00,650.00,100.00
257,"BAR1111948","1","QUKE",1,,,,,,,,3,"3",5.00,400.00,40.00
258,"BAR1111713","1","QUKE",1,,,,,,,,10,"3.6",5.00,400.00,37.00
259,"BAR1111713","1","QUKE",1,,,,,,,,12,"4.3",5.00,300.00,22.00
260,"BAR1111713","1","QUKE",1,,,,,,,,18,"3.4",5.00,350.00,32.00
261,"BAR1111711","1","QUCH2",1,,,,,,,,4,,3.00,38.00,12.00
262,"BAR1111711","1","QUCH2",1,,,,,,,,10,,4.00,35.00,12.00
263,"BAR1111711","1","QUCH2",1,,,,,,,,12,,4.00,90.00,11.00
264,"BAR1111711","1","QUCH2",1,,,,,,,,4,,4.00,80.00,12.00
265,"BAR1111760","1","QUKE",1,,,,,,,,25,,4.00,138.00,29.00
266,"BAR1111760","1","QUKE",1,,,,,,,,6,,4.00,100.00,28.00
267,"BAR1111760","1","QUKE",1,,,,,,,,5,,2.00,40.00,10.00
268,"BAR1111760","1","QUKE",1,,,,,,,,6,,4.00,130.00,23.00
269,"BAR1111760","1","QUKE",1,,,,,,,,15,"1",6.00,170.00,18.00
270,"BAR1111760","1","QUKE",1,,,,,,,,35,"1.5",5.00,200.00,35.00
271,"BAR1111760","1","QUKE",1,,,,,,,,15,"0.5",5.00,135.00,18.00
272,"BAR1112279","1","QUCH2",1,,,,,,,,6,,5.00,90.00,18.00
273,"BAR1112279","1","QUCH2",1,,,,,,,,6,,5.00,67.00,20.00
274,"BAR1112279","1","QUCH2",1,,,,,,,,8,,5.00,60.00,17.00
275,"BAR1112279","1","QUGA4",1,,,,,,,,3,,4.00,40.00,22.00
276,"BAR1112279","1","QUGA4",1,,,,,,,,5,,4.00,37.00,4.00
277,"BAR1111316","1","QUKE",1,,,,,,,,10,"1",5.00,200.00,38.00
278,"BAR1111316",,"QUCH2",1,,,,,,,,16,"0.5",5.00,160.00,30.00
279,"BAR1111316","1","QUCH2",1,,,,,,,,8,,4.00,65.00,8.00
280,"BAR1111945","1","QUCH2",1,,,,,,,,3,,5.00,100.00,15.00
281,"BAR1111945","1","QUCH2",1,,,,,,,,4,,5.00,50.00,30.00
282,"BAR1111945","1","QUKE",1,,,,,,,,5,"4",5.00,400.00,27.00
283,"BAR1111942","1","QUKE",1,,,,,,,,8,"2",5.00,250.00,37.00
284,"BAR1112279","1","QUCH2",,,1,,,,,,11,,7.00,130.00,29.00
285,"BAR1112279","1","QUGA4",1,,,,,,,,6,,5.00,65.00,15.00
286,"BAR1111716","1","QUCH2",1,,,,,,,,6,"5",5.00,550.00,57.00
287,"BAR1111717","1","QUKE",1,,,,,,,,8,"3.1",5.00,260.00,28.00
288,"BAR1111719","1","QUCH2",1,,,,,,,,1,,5.00,28.00,6.00
289,"BAR1111719","3","QUCH2",3,,,,,,,,2,,5.00,35.00,7.00
290,"BAR1111719","1","QUKE",1,,,,,,,,7,,5.00,40.00,13.00
291,"BAR1111719","1","QUKE",1,,,,,,,,5,,5.00,48.00,16.00
292,"BAR1111719","10","QUKE",10,,,,,,,,3,,5.00,120.00,32.00
293,"BAR1111766","1","QUKE",1,,,,,,,,6,"0.4",5.00,150.00,32.00
294,"BAR1111266","1","QUCH2",1,,,,,,,,1,,5.00,120.00,23.00
295,"BAR1111515","1","QUKE",1,,,,,,,,12,,5.00,110.00,35.00
296,"BAR1111515","1","QUKE",,,,,,,,,2,,3.00,35.00,13.00
297,"BAR1111515","1","QUCH2",1,,,,,,,,5,,5.00,75.00,25.00
298,"BAR1111515","1","QUKE",1,,,,,,,,7,"2.2",5.00,400.00,35.00
299,"BAR1111515","1","QUKE",1,,,,,,,,10,"1",5.00,300.00,48.00
300,"BAR1111515","1","QUCH2",,,,,,,,,6,,4.00,100.00,20.00
301,"BAR1111516","1","QUKE",1,,,,,,,,10,"2.5",5.00,300.00,12.00
302,"BAR1111564","1","QUKE",,,,,,,,,2,,4.00,40.00,12.00
303,"BAR1111565","1","QUKE",,,,,,,,,2,,2.00,21.00,1.00
304,"BAR1111479","1","QUKE",1,,,,,,,,6,"2.1",5.00,350.00,35.00
305,"BAR1111479","1","QUCH2",1,,,,,,,,10,"2",5.00,150.00,30.00
306,"BAR1111479","1","QUCH2",,,,,,,,,4,,4.00,80.00,12.00
307,"BAR1111418","1","QUKE",1,,,,,,,,6,,5.00,100.00,20.00
308,"BAR1111670","1","CONU4",1,,,,,,,,14,"1.9",5.00,400.00,40.00
309,"BAR1111670","1","QUKE",1,,,,,,,,4,"1.0",5.00,200.00,20.00
310,"BAR1111671","1","ARME",1,,,,,,,,5,"4.9",5.00,350.00,62.00
311,"BAR1111671","1","QUCH2",1,,,,,,,,4,"1.2",5.00,230.00,42.00
312,"BAR1111671","1","QUCH2",1,,,,,,,,6,,5.00,150.00,33.00
313,"BAR1112056","1","ACMA",1,,,,,,,,13,"5.9",5.00,600.00,54.00
314,"BAR1112019","1","QUGA4",,,,,,,,,7,"1.5",4.00,140.00,21.00
315,"BAR1112019","1","ARME",,,,,,,,,4,"1",3.00,120.00,22.00
316,"BAR1111857","1","QUCH2",1,,,,,,,,5,,5.00,120.00,18.00
317,"BAR1111858","1","QUCH2",1,,,,,,,,11,,5.00,120.00,25.00
318,"BAR1111859","1","QUKE",1,,,,,,,,10,"5.4",5.00,380.00,35.00
319,"BAR1111859","1","QUKE",1,,,,,,,,6,"5.4",5.00,380.00,35.00
320,"BAR1111905","1","QUCH2",1,,,,,,,,4,,5.00,60.00,12.00
324,"BAR1111367","1","QUKE",,,,,,,,,10,,4.00,90.00,15.00
325,"BAR1111367","1","QUCH2",1,,,,,,,,15,,5.00,50.00,11.00
326,"BAR1111367","1","QUCH2",1,,,,,,,,11,"0.5",5.00,150.00,35.00
327,"BAR1111367","1","QUCH2",,,,,,,,,8,,3.00,80.00,15.00
328,"BAR1111267","1","QUCH2",1,,,,,,,,2,,5.00,100.00,17.00
330,"BAR1111317","1","QUCH2",1,,,,,,,,12,,5.00,130.00,20.00
331,"BAR1111531","1","QUKE",1,,,,,,,,7,"3.5",5.00,350.00,25.00
332,"BAR1111531","1","QUKE",,,,,,,,,3,,4.00,80.00,20.00
333,"BAR1111531","1","QUCH2",,,,,,,,,5,,4.00,100.00,10.00
334,"BAR1111531","1","QUCH2",,,,,,,,,3,,4.00,120.00,21.00
335,"BAR1112291","1","QUCH2",1,,,,,,,,10,"1",5.00,200.00,22.00
336,"BAR1112291","1","QUCH2",1,,,,,,,,5,"1",5.00,200.00,22.00
337,"BAR1112291","1","QUCH2",1,,,,,,,,14,"2",5.00,250.00,15.00
338,"BAR1112291","1","QUCH2",1,,,,,,,,2,,5.00,100.00,15.00
339,"BAR1112291","1","QUCH2",1,,,,,,,,8,"1",5.00,150.00,8.00
